algorithm,max_distance,time,coverage
Random BAstar,1,75,0.909265307374983
Random BAstar,1,80,0.909265307374983
Random BAstar,1,85,0.920621281931007
Random BAstar,1,90,0.920621281931007
Random BAstar,1,95,0.928931344225787
Random BAstar,1,100,0.933495828748537
Random BAstar,1,105,0.936364632697526
Random BAstar,1,110,0.941008903638173
Random BAstar,1,115,0.94568210811498
Random BAstar,1,120,0.947943307804602
Random BAstar,1,125,0.947943307804602
Random BAstar,1,130,0.947943307804602
Random BAstar,1,135,0.951033935530821
Random BAstar,1,140,0.951033935530821
Random BAstar,1,145,0.954533139858576
Random BAstar,1,150,0.954533139858576
Random BAstar,1,155,0.954533139858576
Random BAstar,1,160,0.954533139858576
Random BAstar,1,165,0.954533139858576
Random BAstar,1,170,0.957116115541254
Random BAstar,1,175,0.957116115541254
Random BAstar,1,180,0.957116115541254
Random BAstar,1,185,0.957116115541254
Random BAstar,1,190,0.957116115541254
Random BAstar,1,195,0.957116115541254
Random BAstar,1,0,0.061852009346409
Random BAstar,1,5,0.072093604373348
Random BAstar,1,10,0.160993209386741
Random BAstar,1,15,0.267857910034238
Random BAstar,1,20,0.404859957301115
Random BAstar,1,25,0.470526809551574
Random BAstar,1,30,0.602478639597736
Random BAstar,1,35,0.673161514889811
Random BAstar,1,40,0.695967278800924
Random BAstar,1,45,0.695967278800924
Random BAstar,1,50,0.705704728879615
Random BAstar,1,55,0.705704728879615
Random BAstar,1,60,0.728456132813699
Random BAstar,1,65,0.786004936236624
Random BAstar,1,70,0.829523604943251
Random BAstar,1,75,0.86161001977125
Random BAstar,1,80,0.878605403557071
Random BAstar,1,85,0.890630356540075
Random BAstar,1,90,0.898782599546708
Random BAstar,1,95,0.94001902599196
Random BAstar,1,100,0.94001902599196
Random BAstar,1,105,0.940268029757704
Random BAstar,1,110,0.946797364417888
Random BAstar,1,115,0.957731610765029
Random BAstar,1,120,0.957731610765029
Random BAstar,1,125,0.957731610765029
Random BAstar,1,130,0.962007636699999
Random BAstar,1,135,0.962007636699999
Random BAstar,1,140,0.962007636699999
Random BAstar,1,145,0.965797929937004
Random BAstar,1,150,0.965797929937004
Random BAstar,1,155,0.966610699270962
Random BAstar,1,160,0.966610699270962
Random BAstar,1,165,0.967176218386824
Random BAstar,1,170,0.967176218386824
Random BAstar,1,175,0.967176218386824
Random BAstar,1,180,0.970262462243927
Random BAstar,1,185,0.970262462243927
Random BAstar,1,190,0.970262462243927
Random BAstar,1,195,0.970262462243927
Random BAstar,1,0,0.10313139770899
Random BAstar,1,5,0.128638501768891
Random BAstar,1,10,0.349422425244072
Random BAstar,1,15,0.411256022340197
Random BAstar,1,20,0.510761960290914
Random BAstar,1,25,0.607789258643894
Random BAstar,1,30,0.632638782336514
Random BAstar,1,35,0.655719853228062
Random BAstar,1,40,0.655719853228062
Random BAstar,1,45,0.753037363716469
Random BAstar,1,50,0.79531452068967
Random BAstar,1,55,0.80830129455655
Random BAstar,1,60,0.818464856713238
Random BAstar,1,65,0.818464856713238
Random BAstar,1,70,0.824423411614623
Random BAstar,1,75,0.84930362239105
Random BAstar,1,80,0.885181207229877
Random BAstar,1,85,0.903545234953465
Random BAstar,1,90,0.912504109877296
Random BAstar,1,95,0.924463304823571
Random BAstar,1,100,0.93483466237632
Random BAstar,1,105,0.93483466237632
Random BAstar,1,110,0.93483466237632
Random BAstar,1,115,0.93483466237632
Random BAstar,1,120,0.93483466237632
Random BAstar,1,125,0.940896676588824
Random BAstar,1,130,0.940896676588824
Random BAstar,1,135,0.940896676588824
Random BAstar,1,140,0.940896676588824
Random BAstar,1,145,0.94369533863197
Random BAstar,1,150,0.949783656059165
Random BAstar,1,155,0.949783656059165
Random BAstar,1,160,0.949783656059165
Random BAstar,1,165,0.949783656059165
Random BAstar,1,170,0.949783656059165
Random BAstar,1,175,0.954951360972167
Random BAstar,1,180,0.954951360972167
Random BAstar,1,185,0.954951360972167
Random BAstar,1,190,0.954951360972167
Random BAstar,1,195,0.954951360972167
