point,algorithm,time,coverage,length,rotation
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,340,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,350,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,360,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,370,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,380,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],BAstar0.75,390,21.59,633,317
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,0,0,0,0
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,10,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,20,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,30,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,40,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,50,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,60,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,70,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,80,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,90,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,100,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,110,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,120,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,130,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,140,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,150,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,160,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,170,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,180,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,190,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,200,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,210,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,220,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,230,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,240,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,250,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,260,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,270,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,280,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,290,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,300,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,310,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,320,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,330,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,340,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,350,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,360,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,370,23.18,839,864
